Articolo	Comma	Codice	Descrizione	Sanzione 60gg.	Sanz. sconto 30%	Punti patente	Codice sanz. acc.	Sanzione Accessoria 1	Data Istat	Data inizio validità effettiva	Data inizio validità	Data fine validità	Sosta Mov.	Annotazioni	Sosta disco	Sosta ticket	Transito ztl	Sosp. patente breve	Magg. notte	Utilizzabile dagli operatori abilitati
100	12	10017	CIRCOLAZIONE CON TARGA NON PROPRIA	0,00	N.P.	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
100	4 E 11	10012	MANCANZA TARGA RIPETITRICE NEI RIMORCHI	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
100	3 E 11	10013	MANCANZA TARGA PER RIMORCHI	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
100	2 E 11	10014	MANCANZA TARGA PER MOTOVEICOLI	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
100	1 E 11	10015	MANCANZA TARGA PER AUTOVEICOLO	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
101	1 E 5	10101	DISTRIBUZIONE ABUSIVA DI TARGHE	430,00	301,00	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1999	01/01/2021									
101	1 E 5	10102	PRODUZIONE ABUSIVA DI TARGHE	430,00	301,00	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1999	01/01/2021									
102	1 E 6		OMESSA DENUNCIA DI TARGA SOTTRATTA	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
102	1 E 6	10201	OMESSA DENUNCIA DI TARGA SMARRITA	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
102	2 E 6	10203	CIRCOLAZ. SENZA RICHIESTA NUOVA IMMATRICOLAZIONE	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
102	1 E 6	10202	OMESSA DENUNCIA DI TARGA DISTRUTTA	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
102	2 E 6	10204	CIRCOLAZIONE CON TARGA COSTRUITA IN PROPRIO	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
102	7	10205	TARGA NON LEGGIBILE	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									
103	3 E 5		ADEMPIMENTI CENTRI DI RACCOLTA TENUTA REGISTRI	430,00	301,00	0	0		01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
103	1 E 5	10304	OMESSA COMUNICAZIONE AL P.R.A. ESPORTAZ. VEICOLO	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
103	3 E 5		ADEMPIMENTI CENTRI RACCOLTA PRIMA DELLA ROTTAMAZ.	430,00	301,00	0	0		01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
103	1 E 5		OMESSA COMUNICAZ. AL P.R.A. DEMOLIZIONE VEICOLO	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
103	1 E 5		OMESSA COMUNICAZ. AL P.R.A. DISTRUZIONE VEICOLO	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
103	4 E 5		CENTRI CUSTODIA OMESSA COMUNICAZ. P.R.A. DEMOLIZ.	430,00	301,00	0	0		01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
104	12	10404	MACCH. AGRIC. ECCEZ. MANCATA ESIBIZ. AUTORIZZAZ.	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									
104	11	10405	MACCH. AGRIC. ECCEZ. INOSSER. PRESCRIZ. AUTORIZ.	173,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
104	10	10402	MACCH. AGRIC. ECCEZ. PER SAGOMA SENZA AUTORIZZAZ.	430,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1999	01/01/2021									
104	10	10401	MACCH. AGRIC. ECCEZ. PER PESO SENZA AUTORIZZAZIONE	430,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1999	01/01/2021									
104	10	10406	MACCH. AGRIC. ECCEZ. IN BASE ALL'ART. 104/7	430,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1999	01/01/2021									
104	11		MACCH. AGRIC. ECCEZ.INOSSER.PRESCRIZ.BLOCC.ATTREZ.	173,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
105	2 E 4	10504	MACCH. AGRIC. TRAINO (RIMORCHIO)	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									
105	3 E 4	10502	MACCH. AGRIC. TRAINO CONTEMPORANEO	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									
105	2 E 4	10501	MACCH. AGRIC. TRAINO (MACCH.OPERAT.AGRIC.)	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
105	1 E 4	10503	MACCH. AGRIC. CONVOGLI	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									
108	6	10801	MACCH. AGRIC. DICHIARAZ. CONFORMITA' IRREGOLARI	430,00	301,00	0	0		01/01/2021	01/01/1999	01/01/2021									
109	5	10902	MACCH. AGRIC. MANCANZA DATI IDENTIFICAZIONE	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									
109	4	10903	MACCH. AGRIC. PRODUZIONE NON OMOLOGATE	430,00	301,00	0	0		01/01/2021	01/01/1999	01/01/2021									
109	4	10901	MACCH. AGRIC. VENDITA NON OMOLOGATE	430,00	301,00	0	0		01/01/2021	01/01/1999	01/01/2021									
110	8	11003	MACCH. AGRIC. OMESSA COMUNICAZIONE DI VARIAZIONI	42,00	29,40	0	22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
110	7	11002	MACCH. AGRIC. INOSS.PRESCRIZ.CERTIF.IDON.TECNICA	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
110	1 E 6	91005	MACCH. AGRIC. DOCUMENTO CIRCOLAZ. NON RILASCIATO	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
110	7	11004	MACCH. AGRIC. INOSSER. PRESCRIZ. CARTA CIRCOLAZ.	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
110	1 E 6	11001	MACCH. AGRIC. CERTIF.IDONEITA'TECN. NON RILASCIATO	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									
111	6	11101	MACCH. AGRIC. OMESSA REVIS. DISPOSTA DALLA MCTC	87,00	60,90	0	22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
112	4	11202	MACCH. AGRIC. DISPOSITIVI ALTERATI	87,00	60,90	0	22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									
112	4	11204	MACCH. AGRIC. DISPOSITIVI MANCANTI	87,00	60,90	0	22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									
112	4	11203	MACCH. AGRIC. MODIFICHE CARATTERISTICHE COSTRUT.	87,00	60,90	0	22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									
112	4	11201	MACCH. AGRIC. DISPOSITIVI DANNEGGIATI	87,00	60,90	0	22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									
113	2 E 5	11301	MACCH. AGRIC. MANCANZA DI TARGA RIPETITRICE	0,00	N.P.	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
113	1 E 5	11303	MACCH. AGRIC. MANCANZA DI TARGA	0,00	N.P.	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
113	3 E 5	11302	 RIMORCHIO SENZA TARGA 	0,00	N.P.	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
114	2 e 110 6	11410	MACCHINA OPERATRICE SENZA DOCUMENTO DI CIRCOLAZION	0,00	N.P.		0		01/01/2014	01/01/2024	01/01/2014		M							Verbali CA & SP
114	1 E 7	11401	Macc. oper.eccez. peso senza autorizzazione	0,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
114	1 E 7	11402	Macc. oper.eccez. per dimens. senza autorizzazion.	0,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
114	4 E 7	11404	MACCH. OPERATRICE MANCANZA TARGA IMMATRICOLAZIONE	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
114	1 E 7	11403	MACCH. OPERATRICE ECCEZ. INOSSERVANZA PRESCRIZIONI	173,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	1LETT.E)3	11508	Guida veicoli trasp. persone senza avere 21 anni	173,00	121,10	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	4	11518	MINORE CHE TRASPORTA PASSEGGERO SU CICLOMOTORE	42,00	29,40	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									
115	1LETT.D) 3	11511	ETA' MINIMA PER AUTOVEICOLI E MOTOVEICOLI	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	1 E 3	11505	GUIDA VEICOLO INIDONEITA' PSICOFISICA	173,00	121,10	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	4	11514	MINORE DI ANNI 18 CHE GUIDA MOTOVEI.CON PASSEGGERO	42,00	29,40	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/2009	01/01/2021									
115	1 quater	11516	guida accompagnata autorizzata senza contrassegno 	85,00	59,50		0		01/01/2017	02/07/2019	02/07/2019									Verbali CA & SP
115	2LETT.B)3	11506	Guida veicoli trasp. persone oltre 60 anni	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	1 E 3	11504	INIDONEITA' PSICOFISICA CONDUZIONE DI ANIMALI	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	1LETT.D)3	11502	Min.  anni 18 guida macch. agr. ecced. lim.sagoma 	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	1 septies	11519	minore autorizzato guida accompagnata senza accomp	422,00	295,40		0		01/01/2017	02/07/2019	02/07/2019									Verbali CA & SP
115	1LETT.D)3	11510	Età minima per veicoli con più di 7,5 tonnellate	173,00	121,10	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	5		INCAUTO AFFIDAMENTO ANIMALI A CONDUCENTE INIDONEO	26,00	18,20	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	5	11515	INCAUTO AFFIDAMEN. AUTOVEIC. A CONDUCENTE INIDONEO	42,00	29,40	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									
115	1LETT.E)3	11509	Guida veicoli trasp. cose senza avere 21 anni	173,00	121,10	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	1LETT.A)3		ETA' MINIMA PER VEICOLI A TRAZIONE ANIMALE	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	1LETT.B)3	11503	Guida ciclomotori senza avere l'età prevista 	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	2LETT.A)3	11507	Guida di veicoli trasp. cose oltre 65 anni	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	4	11513	Minore alla guida di motoveicolo oltre 125 cc.	42,00	29,40	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
115	1LETT.C)3	11517	MINORE CHE GIUDA MACC.AGRIC. TRASPORT. ALTRE PERS.	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									
115	1LETT.C)3	11512	ETA' MINIMA PER MOTOVEICOLI E MACCHINE AGRICOLE	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									
116	1 E 13	11602	GUIDA AUTOVEICOLI CON PATENTE PER MOTOCICLI	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA		01/01/2002	01/01/2002									Verbali CA & SP
116	13 bis	11601	GUIDA CICLOMOTORE SENZA CERTIFICATO IDONEITA'	585,00	409,50	0	0		01/01/2013	01/01/2004	01/01/2013									Verbali CA & SP
116	15 E 17	11611	GUIDA SENZA PATENTE O CON PATENTE DI CAT. DIVERSA	5.100,00	3.570,00	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/2019	01/01/2021									Verbali CA & SP
116	11		GIUDA SENZA ANNOTAZIONE CAMBIO RESIDENZA	42,00	29,40	0	12	RITIRO PATENTE PER L'AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
116	12	11603	INCAUTO AFFIDAM. A PERSONA S/CERTIFICATO ABILITAZ.	430,00	301,00	0	0		01/01/2021	01/01/1999	01/01/2021									
116	15 e 17	11609	GUIDA CON PATENTE REVOCATA	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA		01/01/2013	01/01/2013									Verbali CA & SP
116	1 E 13	11610	GUIDA CON PATENTE NON RINNOVATA	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA		01/01/2013	01/01/2013									Verbali CA & SP
116	15 e 17	11607	REITERAZIONE NELLA GUIDA SENZA PATENTE		N.P.		0			01/10/2024	01/10/2024									Verbali CA & SP
116	16 E 18	11612	GUIDA SENZA CAP O CQC	408,00	285,60		0		01/01/2021	14/12/2024	14/12/2024									Verbali CA & SP
116	15 bis	11699	GUIDA CON PATENTE DIVERSA	1.021,00	N.P.		11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/2019	01/01/2021									Verbali CA & SP
116	8 E 15	11608	GUIDA SENZA CERTIFICATO ABILITAZIONE PROFESSIONALE	173,00	121,10	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									
116	14	11604	INCAUTO AFFIDAMENTO A PERSONA SENZA PATENTE	397,00	277,90	0	0		01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
116	1 E 13	11605	GUIDA MOTOCICLI CON PATENTE PER AUTOVEICOLI	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA		01/01/2013	01/01/2013									Verbali CA & SP
116	1 E 13	11606	GUIDA SENZA PATENTE	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA		01/01/2013	01/01/2013									Verbali CA & SP
117	5	11701	GUIDA OLTRE I LIMITI PER NEOPATENTATI	165,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
118	1 E 12		GUIDA FILOVEICOLO SENZA PATENTE GUIDA E/O DEL CAP	173,00	121,10	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
118	1 E 13		GUIDA FILOVEICOLO SENZA CERTFICATO IDONEITA'	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
118	11		INCAUTO AFFIDAMENTO DI FILOVEICOLI	173,00	121,10	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
122	4 E 9	12201	GUIDA PER ESERCIT.SENZA CONTRASSEGNO P SUL VEICOLO	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
122	8	12203	GUIDA PER ESERCITAZ.SENZA ISTRUTT. IDONEO A FIANCO	430,00	301,00	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1999	01/01/2021									
122	5 E 8	12205	GUIDA PER ESERCITAZ. MOTOC. IN LUOGHI FREQUENTATI	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
122	9-bis		TRASP. PASS. DURANTE PROVA DI GUIDA AM-A1-A2-A2-A	100,00	70,00	0	0		01/01/2021	14/12/2024	14/12/2024									Verbali CA & SP
122	4 E 9	12204	GUIDA PER ESERC.SENZA CONTR.SCUOLA GUIDA SUL VEIC.	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
122	7	12206	ISTRUTTORE ACCOMPAGNA CONDUCENTE NON AUTORIZZATO	430,00	301,00	0	0		01/01/2021	01/01/1999	01/01/2021									
122	7	12202	GUIDA PER ESERCITAZIONE SENZA AUTORIZZAZIONE	430,00	301,00	0	0		01/01/2021	01/01/1999	01/01/2021									
122	9-bis		PASSEGG. VIENE TRASP. PROVA DI GUIDA AM-A1-A2-A2-A	100,00	70,00	0	0		01/01/2021	14/12/2024	14/12/2024									Verbali CA & SP
123	12	12303	ISTRUTTORE NON ABILITATO INSEGNA IN AUTOSCUOLA	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									
123	11	12301	GESTIONE AUTOSCUOLA SENZA AUTORIZZAZIONE	11.108,00	7.775,60	0	33	INTIMAZIONE A SOSPENDERE ATTIVITA'	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
123	12	12302	ISTRUTTORE ALLA GUIDA NON ABILITATO	173,00	121,10	0	0		01/01/2021	01/01/2005	01/01/2021									
124	4	12405	GUIDA MACC/NA OPERATRICE CON PATENTE NON RINNOVATA	0,00	N.P.	0	43	SEQUESTRO DEL VEICOLO		01/01/2002	01/01/2002									
124	4	12406	GUIDA DI MACCHINA AGRICOLA SENZA PATENTE	0,00	N.P.	0	43	SEQUESTRO DEL VEICOLO		01/01/2013	01/01/2013									Verbali CA & SP
124	4	12403	GUIDA MACCHINA AGRICOLA CON PATENTE REVOCATA	0,00	N.P.	0	43	SEQUESTRO DEL VEICOLO		01/01/2013	01/01/2013									Verbali CA & SP
124	4	12401	GUIDA MACCHINA OPERATRICE SENZA PATENTE	0,00	N.P.	0	43	SEQUESTRO DEL VEICOLO		01/01/2013	01/01/2013									Verbali CA & SP
124	4	12404	GUIDA MACCHINA OPERATRICE CON PATENTE REVOCATA	0,00	N.P.	0	43	SEQUESTRO DEL VEICOLO		01/01/2013	01/01/2013									Verbali CA & SP
124	4	12402	GUIDA MACCHINA AGRICOLA CON PATENTE NON RINNOVATA	0,00	N.P.	0	43	SEQUESTRO DEL VEICOLO		01/01/2013	01/01/2013									Verbali CA & SP
125	4	12501	PATENTE SPECIALE E VEICOLI DI CATEGORIA DIVERSA	87,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
125	4	12502	GUIDA DI VEICOLI DIVERSI CON PATENTI SPECIALI	87,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
125	3	12503	GUIDA DI VEICOLI DI CATEGORIA DIVERSA	173,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									
125	3 bis	12507	GUIDA CON PATENTE RECANTE PARTICOLARI CODICI RELAT	82,00	57,40		0		01/01/2021	13/02/2025	13/02/2025									Verbali CA & SP
125	4 e 5	12504	guida con patente speciale di veicolo diverso	80,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/2017	01/01/2021									Verbali CA & SP
126	11	12603	PATENTE, CAP.CQC, CFP SCADUTI	158,00	110,60		12	RITIRO PATENTE PER L'AGGIORNAMENTO	01/01/2021	15/05/2013	01/01/2021									Verbali CA & SP
128	2	12801	GUIDA VEICOLO SENZA REVISIONE PATENTE (ACC.SANIT.)	87,00	60,90	0	12	RITIRO PATENTE PER L'AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									
128	2	12802	GUIDA VEICOLO NONOSTANTE TEMPORANEA INIDONEITA'	87,00	60,90	0	12	RITIRO PATENTE PER L'AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									
132	1 E 5	13201	CIRCOLAZIONE OLTRE IL TERMINE DI VEICOLO STRANIERO	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
133	1 E 4	13301	CIRCOLAZIONE SENZA SIGLA DELLO STATO D'ORIGINE	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
133	3 E 4	13303	CIRCOLAZ. CON SIGLA DIVERSA DELLO STATO D'ORIGINE	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
133	2 E 4	13302	CIRCOLAZ. CON SIGLA STATO D'ORIGINE NON CONFORME	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
134	2	13401	VEICOLO STRANIERO CON CARTA CIRCOLAZIONE SCADUTA	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
135	1 E 8	13502	GUIDA VEIC.STRAN.CON PATENTE N/ACCOMPAGN.DA TRADU.	408,00	285,60	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
135	126 c. 11e14	13510	RESIDENTE IN ITALIA DA OLTRE UN ANNO	158,00	110,60		0		01/01/2021	10/04/2021	10/04/2021									Verbali CA & SP
135	3 E 5	13501	STRANIERO GUIDA SENZA CERT.ABILIT.PROF. O IDONEIT.	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									
136	7	13601	PATENTE ESTERA SCAD.PER RESID.DA MENO UN ANNO	173,00	121,10	0	12	RITIRO PATENTE PER L'AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									
138	12	13801	GUIDA CON PATENTE MILIT. VEICOLI CON TARGA CIVILE	173,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
141	3 E 8	14114	VELOCITA' NON COMMIS. IN TRATTI A VISIB. LIMITATA	87,00	60,90	5	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	3 E 8	14113	VELOCITA' NON COMMISURATA IN CURVA	87,00	60,90	5	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	3 E 8	14101	VELOCITA' NON COMMIS.IN PROSS. DI INTERSEZIONE	87,00	60,90	5	0		01/01/2021	01/01/2003	01/01/2021								SI	Verbali CA & SP
141	2 E 11	14117	CONDUCEN.NON IN GRADO COMPIERE ARRESTO VEICOLO	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	3 E 8	14108	VELOCITA' NON COMMISURATA IN PASSAGGI STRETTI	87,00	60,90	5	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	3 E 8	14107	VELOCITA' NON COMMISURATA IN ORE NOTTURNE	87,00	60,90	5	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	3 E 8	14106	VELOCITA' NON COMMIS. IN INSUFFICIENTE VISIBILITA'	87,00	60,90	5	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	3 E 8	14105	VELOC. N/COMM.IN CENTRI ABIT. O STRADE CON EDIFICI	87,00	60,90	5	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	4 E 11	14104	VELOCITA' NON COMMISURATA IN INCROCIO MALAGEVOLE	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	4 E 11	14103	VELOC.NON COMMIS.PROSSIMITA' ATTRAVERSAM. PEDONALI	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	4 E 11	14102	VELOCITA' NON COMMISUTATA IN PRESENZA DI PEDONI	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	2 E 11	14118	CONDUCEN.NON IN GRADO COMPIERE MANOVRE DI SICUREZ.	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	3 E 8	14115	VELOCITA' NON COMMISURATA IN FORTI DISCESE	87,00	60,90	5	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	3 E 8	14116	VELOCITA' NON COMMIS.IN PROSSIM.INTERSEZ. E SCUOLE	87,00	60,90	5	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	2 E 11	14112	CONTROLLO DEL VEICOLO	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	4 E 11	14121	VELOCITA' NON COMMISURATA IN PRESENZA DI ANIMALI	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	5 E 9	14120	GAREGGIARE IN VELOCITA' CON VEICOLI NON A MOTORE	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	6 E 11	14110	VELOCITA' RIDOTTA  INTRALCIO ALLA CIRCOLAZIONE	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	7 E 10	14109	CONDUCENTE DI ANIMALI PERICOLO PER LA CIRCOLAZIONE	26,00	18,20	0	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	1 E 11	14111	VELOCITA' NON COMMISURATA ALLE CONDIZ.CIRCOLAZIONE	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
141	1 E 11	14119	VELOCITA'  NON COMMISURATA STATO D'USO VEICOLO	42,00	29,40	0	0		01/01/2021	01/01/2005	01/01/2021								SI	Verbali CA & SP
142	9BIS	14295	SUPERAMENTO LIMITI VELOCITÀ OLTRE 60 KM/H	845,00	N.P.	10	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	04/08/2007	01/01/2021								SI	Verbali CA & SP
142	9	14294	SUP.LIMITE VEL. TRA 40 KM/H E 6O KM/H(VEICOLO)	370,00	N.P.	6	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	04/08/2007	04/08/2007	04/08/2007								SI	Verbali CA & SP
142	7	14201	LIMITI MINIMI DA OSSERVARE	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
142	8	14281	VELOC.ECC. SUPERAM.LIM.COMPR.TRA 10-40KM/H(STRADA)	173,00	121,10	3	0		01/01/2021	13/08/2010	01/01/2021								SI	Verbali CA & SP
142	4 E 10	14202	VEICOLO SENZA CONTRASSEGNI VELOCITA' CONSENTITE	26,00	18,20	0	0		01/01/2021	01/01/1997	01/01/2021								SI	Verbali CA & SP
