Articolo	Comma	Codice	Descrizione	Sanzione 60gg.	Sanz. sconto 30%	Punti patente	Codice sanz. acc.	Sanzione Accessoria 1	Data Istat	Data inizio validità effettiva	Data inizio validità	Data fine validità	Sosta Mov.	Annotazioni	Sosta disco	Sosta ticket	Transito ztl	Sosp. patente breve	Magg. notte	Utilizzabile dagli operatori abilitati
20	1 E 4	02001	OCCUPAZIONI VIETATE	173,00	121,10	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									
21	3 e 4	02103	OMISSIONE NELLA SEGNALAZIONE E DELIMIT. CANTIERI. 	866,00	606,20	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/2011	01/01/2021									Verbali CA & SP
21	2 E 4	02102	ESECUZIONE LAVORI IN SICUREZZA	866,00	606,20	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
21	1 E 4	02101	OPERE, DEPOSITI E CANTIERI	866,00	606,20	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									
22	1 E 11		ACCESSI	173,00	121,10	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
22	1 E 11	02201	NUOVI ACCESSI SENZA AUTORIZZAZIONE	173,00	121,10	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
22	12	02205	cantiere senza senza segnalazioni di pericoloI	42,00	29,40	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
22	11		ACCESSI E DIRAMAZIONI PREESISTENTI	173,00	121,10	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
22	6 E 12	02204	OPERE SUI FOSSI LATERALI AGLI ACCESSI	42,00	29,40	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
22	3 E 12	02207	PASSI CARRABILI NON SEGNALATI	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
22	1 E 11	02202	REALIZZAZIONE DI PASSI CARRABILI	173,00	121,10	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									
23	7 e 13 bis		PUBBLICITA' VIETATA LUNGO ITINERARI E STRADE	4.833,00	3.383,10	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
23	1 E 11	02301	IMPIANTI PUBBLICITARI E INSEGNE LUMINOSE	430,00	301,00	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1999	01/01/2021									
23	3 E 11		Pubblicità in località con vincoli	430,00	301,00	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
23	6 E 11	02302	DISPOSIZIONI PER I MEZZI PUBBLICITARI	430,00	301,00	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1999	01/01/2021									
23	11	02316	OMESSA O IRRREGOLARE TARGHETTA IDENTIFICATIVA 	430,00	301,00		0		01/01/2021	11/10/2024	11/10/2024									Verbali CA & SP
23	4 E 11	02307	PUBBLICITA' NON AUTORIZZATA	430,00	301,00	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
23	8 E 11	02314	PUBBLICITA' FONICA SENZA AUTORIZZAZIONE	430,00	301,00		0		01/01/2021	01/01/2020	01/01/2020									Verbali CA & SP
23	12	02303	INOSSERVANZA DELLE PRESCRIZIONI IMPOSTE	173,00	121,10	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									
23	2 E 11	02305	PUBBLICITA' SUI VEICOLI	430,00	301,00	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1999	01/01/2021									
24	7	02402	INOSSERVANZA DELLE PRESCRIZIONI	430,00	301,00	0	33	INTIMAZIONE A SOSPENDERE ATTIVITA'	01/01/2021	01/01/1999	01/01/2021									
24	6 E 8	02401	REALIZZAZIONE DI PERTINENZE	866,00	606,20	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
25	6		VIOLAZIONE DELLE PRESCRIZIONI	430,00	301,00	0	33	INTIMAZIONE A SOSPENDERE ATTIVITA'	01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
25	1 E 5	02501	ATTRAVERSAMENTI ED USO SENZA CONCESSIONE	866,00	606,20	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
27	10 E 11	02701	MANCATA ESIBIZIONE DEL TITOLO AUTORIZZATIVO	87,00	60,90	0	33	INTIMAZIONE A SOSPENDERE ATTIVITA'	01/01/2021	01/01/1997	01/01/2021									
29	1 E 3	02901	CURA E MANUTENZIONE DELLE SIEPI	173,00	121,10	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									
29	2 E 3	02902	RIMOZIONE DI ALBERI e RAMI SULLA STRADA	173,00	121,10	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
30	1 E 8	03001	FABBRICATI E MURI ( caduta calcinacci)	430,00	301,00	0	0		01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
31	1 E 2	03101	MANUTENZIONE DELLE RIPE	173,00	121,10	0	32	RIPRISTINO LUOGHI / RIMOZIONE OPERE ESEGUITE	01/01/2021	01/01/1997	01/01/2021									
32	3 E 6	03203	IRRIGAZIONE DI TERRENI LATERALI	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									
32	2 E 6		ATTRAVERSAMENTI DI STRADE	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
32	1 E 6		FOSSI LATERALI	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
33	1 E 7		AFFLUSSO DELLE ACQUE	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
34	1 E 5	03401	CONTRASSEGNO	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
38	9 E 13	03804	Segnaletica di direzione non regolamentare	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
38	8 E 13		APPOSIZIONE SUI SEGNALI	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
38	7 E 13	03801	MANUTENZIONE E CURA DELLA SEGNALETICA	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
38	8 e 13	03803	INDICAZIONI NON REGOLAMENTARI SU SEGNALETICA STRAD	421,00	294,70		0		01/01/2021	01/01/2021	01/01/2021									Verbali CA & SP
38	10 E 13	03802	SEGNALETICA SU STRADA PRIVATA	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
40	10		SOSTA SU CARREGGIATA CON LINEA CONTINUA A MARGINE.	42,00	29,40		0		01/01/2021	01/01/2009	01/01/2021		S							Verbali CA & SP
45	9	04502	COSTRUZIONE ABUSIVA DI SEGNALI E APPARECCHIATURE	866,00	606,20	0	42	SEQUESTRO PER LA CONFISCA	01/01/2021	01/01/1997	01/01/2021									
45	1 E 7	04501	SEGNALETICA NON CONFORME	430,00	301,00	0	42	SEQUESTRO PER LA CONFISCA	01/01/2021	01/01/1999	01/01/2021									
51	1 E 2		CIRCOLAZIONE IN CONDIZIONI NON CONSENTITE	26,00	18,20	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
60	6	06004	MOTOVEICOLI CIRC/TI SENZA AUTOR/NE O PRIVI REQUIS.	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									
60	6		Moto d'epoca circolanti senza autorizzazione	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
60	6		AUTOVEICOLI CIRCOLANTI PRIVI DEI REQUISITI	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
60	6		Moto d'epoca privo dei requisiti	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
60	6		Auto d'epoca circolanti senza autorizzazione	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
60	6	06005	AUTOVEICOLI CIRC/TI SENZA AUTOR/NE O PRIVI REQUIS.	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
61	7	06101	VEICOLO CON CARICO DIVIS. ECCED. LIMITI DI SAGOMA	430,00	N.P.	0	11	RITIRO PATENTE DI GUIDA PER SOSPENSIONE	01/01/2021	01/01/1999	01/01/2021									
63	4 E 5	06301	TRAINO DI RIMORCHI SUPERANDO LA MASSA	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
63	1 E 5	06303	TRAINO DI PIU' RIMORCHI	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
63	2 E 5	06302	TRAINO DI VEICOLI IN AVARIA	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
64	2 E 3		DISPOSITIVI VIETATI	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
64	1 E 3		EQUIPAGGIAMENTO DEL DISPOSITIVO	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
65	2 E 3		SEGNALE MOBILE DI PERICOLO (MANCANZA)	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
65	1 E 3		EQUIPAGGIAMENTO DEI DISPOSITIVI	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
66	5		VEICOLI CON DISPOSITIVI NON CONFORMI	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
66	1 E 5		CERCHIONI METALLICI	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
66	3 E 5		SUPERFICIE DI ROTOLAMENTO	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
66	2 E 5		CERCHIONI DELLE RUOTE	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
67	1 E 5	06702	VEICOLO A TRAZIONE ANIMALE PRIVO DI TARGA	42,00	29,40	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									
67	2 E 5		TARGA NON RINNOVATA	42,00	29,40	0	42	SEQUESTRO PER LA CONFISCA	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
67	6		FABBRICAZIONE, VENDITA E USO DI TARGHE	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
68	1 E 6	06802	DISPOSITIVI DI EQUIPAGGIAMENTO	26,00	18,20	0	0		01/01/2021	01/01/1997	01/01/2021									
68	6		DISPOSITIVI NON CONFORMI (VELOCIPEDI)	26,00	18,20	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
68	7		VELOCIPEDI A PIU' RUOTE NON OMOLOGATI	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
68	4 E 8	06803	PRODUZ.COMMERC.VELOCIPEDI.E DISPOSIT.NON OMOLOGATI	430,00	301,00	0	0		01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
70	4		SERVIZIO SENZA LICENZA	87,00	60,90	0	42	SEQUESTRO PER LA CONFISCA	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
70	4		VIOLAZIONE DELLE PRESCRIZIONI	42,00	29,40	0	51	RITIRO DELLA LICENZA	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
71	1 E 6	07102	CONFORM.PER VEICO.ADIBITI TRASP. MERCI PERICOLOSE	173,00	121,10	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
71	1 E 6	07101	CARATTERISTICHE COSTRUTT.E FUNZIONALI DEI VEICOLI	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
72	13	07202	Dispositivi di equipaggiamento non conforme	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
72	13	07201	Mancanza dei dispositivi di equipaggiamento	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
73	3		VEICOLI SU ROTAIE	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
74	3 E 6	07405	TARGHETTA CONTRAFFATTA	2.728,00	1.909,60	0	43	SEQUESTRO DEL VEICOLO	01/01/2021	01/01/2009	01/01/2021									Verbali CA & SP
74	1 E 6	07406	MANCANZA DI TARGHETTA	2.728,00	1.909,60	0	43	SEQUESTRO DEL VEICOLO	01/01/2021	01/01/2009	01/01/2021									Verbali CA & SP
74	3 E 6	07401	NUMERO DI TELAIO CONTRAFFATTO	2.728,00	1.909,60	0	43	SEQUESTRO DEL VEICOLO	01/01/2021	01/01/2005	01/01/2021									
74	3 E 6	07404	NUMERO DI TELAIO ILLEGIBILE	2.728,00	1.909,60	0	43	SEQUESTRO DEL VEICOLO	01/01/2021	01/01/2005	01/01/2021									
74	3 E 6	07403	TARGHETTA ILLEGGIBILE	2.728,00	1.909,60	0	43	SEQUESTRO DEL VEICOLO	01/01/2021	01/01/2009	01/01/2021									Verbali CA & SP
74	1 E 6	07402	MANCANZA DI NUMERO DI TELAIO	2.728,00	1.909,60	0	43	SEQUESTRO DEL VEICOLO	01/01/2021	01/01/2009	01/01/2021									Verbali CA & SP
76	8	07601	DICHIARAZIONE DI CONFORMITA' IRREGOLARE	866,00	606,20	0	0		01/01/2021	01/01/1997	01/01/2021									
77	3	07701	COMMERCIO DI VEICOLO NON CONFORME	866,00	606,20	0	0		01/01/2021	01/01/1997	01/01/2021									
77	3	07702	PRODUZIONE DI VEICOLO NON CONFORME	866,00	606,20	0	0		01/01/2021	01/01/1997	01/01/2021									
78	1 E 3	07802	AGGIORNAMENTO DEI DOCUMENTI DI CIRCOLAZIONE	430,00	301,00	0	22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/2009	01/01/2021									Verbali CA & SP
78	1 E 3	07801	AGGIORNAMENTO DEI DOCUMENTI DI CIRCOLAZIONE	430,00	301,00	0	22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
79	1 E 4	07902	ALTERAZIONE DELLE CARATTER.COSTRUTTIVE O FUNZIONAL	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
79	4		DISPOSITIVI INEFFICIENTI	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
79	1 e 4		D regolarmente funzionanti	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
79	4 ult.per.	07903	veicoli in gare non autorizzate	1.208,00	845,60	0	0		01/01/2021	01/01/2004	01/01/2021									Verbali CA & SP
80	14	08004	RIPETUTA OMISSIONE DI REVISIONE	346,00	242,20	0	0		01/01/2019	01/01/1999	01/01/2019									Verbali CA & SP
80	14	08002	OMESSA REVISIONE	173,00	121,10	0	92	SEGNALAZIONE SU CARTA DI CIRCOLAZIONE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
80	14	08005	CIRCOLAZIONE CON VEICOLO SOSPESO DALLA CIRCOLAZION	1.998,00	1.398,60		41	FERMO AMMINISTRATIVO	01/01/2021	11/05/2017	01/01/2021									Verbali CA & SP
80	13 E 15	08003	IMPRE.CHE NON RISPET.TERMINI E PRESCRIZIONI PREVIS	430,00	301,00	0	0		01/01/2021	01/01/1999	01/01/2021									
82	6 E 9	08201	TRASPORTO DI PERSONE CON AUTOCARRO	430,00	301,00	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
82	8	08202	USO DIVERSO	87,00	60,90	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
83	1 E 4	08301	TRASPORTO DI PERSONE CON AUTOBUS	173,00	121,10	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									
84	1 E 7	08402	VEICOLI NON DESTINATI A TALE USO DATI IN LOCAZIONE	42,00	29,40	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									
84	1 E 7	08401	LOCAZIONE S/COND. VEICOLO NON DESTINATO A TALE USO	430,00	301,00	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1999	01/01/2021									
85	1 E 4	08502	AUTOBUS DI LINEA CHE EFFETTUA NOLEGGIO	430,00	301,00	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1999	01/01/2021									
85	1 E 4	08501	NOLEGGIO CON VEICOLI DIVERSI	173,00	121,10	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									
85	4bis	08503	INOTTEMPERANZA NORME PRESCRIZIONI AUTORIZZAZIONE	86,00	60,20	0	0		01/01/2021	01/01/2004	01/01/2021									Verbali CA & SP
86	2		TAXI SENZA LICENZA	0,00	N.P.	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
86	3		VIOLAZIONI DELLE PRESCRIZIONI SU LICENZA (TAXI)	86,00	60,20	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
86	3		VIOLAZIONE DELLE PRESCRIZIONI ALL'OBBLIGO (TAXI)	86,00	60,20	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
87	6	08701	VEICOLO NON ABILITATO AL SERVIZIO DI LINEA	430,00	301,00	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1999	01/01/2021									
87	6		VEICOLO ABILITATO SU LINEE DIVERSE	430,00	301,00	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
88	3		VEICOLO NON AUTORIZZATO AL TRASP. DI COSE C/TERZI	0,00	N.P.	0	0			01/01/2002	01/01/2002									Verbali CA & SP
90	2		VEICOLO NON ABILITATO AL TRASPORTO DI COSE	430,00	301,00	0	0		01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
92	2 E 4	09201	MANCATA CONSEGNA DELL'ESTRATTO	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
92	3	09202	RILASCIO ABUSIVO DI RICEVUTA	430,00	301,00	0	51	RITIRO DELLA LICENZA	01/01/2021	01/01/1999	01/01/2021									
93	7	09301	CARTA DI CIRCOLAZIONE NON RILASCIATA	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA	01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
93	9	09303	CERTIFICATO DI PROPRIETA'	173,00	121,10	0	22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									
93	8	09302	AGGANCIAMENTO IRREGOLARE DI RIMORCHI	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
94	3	09404	TRASFERIM. PROPRIETA' 	727,00	508,90	0	22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/2009	01/01/2021									Verbali CA & SP
94	4	09402	MANC.AGGIORN.CARTA DI CIRCOLAZ.E CERTIF. PROPRIETA	363,00	254,10	0	22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									
94	3	09403	TRASFERIM. PROPRIETA' 	727,00	508,90	0	22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
94	4bis e 3	09401	omessa registrazione 30gg intestazione temporanea	727,00	508,90		22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/2022	01/01/2022									Verbali CA & SP
95	6	09505	SOTTRAZIONE DELLA CARTA DI CIRCOLAZIONE	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
95	6	09504	DISTRUZIONE DELLA CARTA DI CIRCOLAZIONE	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
95	6	09501	SMARRIMENTO DELLA CARTA DI CIRCOLAZIONE	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
95	6	09503	Mancato rilascio carta di circolazione provvisoria	87,00	60,90	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
95	7	09502	ESTRATTO DELLA CARTA DI CIRCOLAZIONE	26,00	18,20	0	0		01/01/2021	01/01/1997	01/01/2021									
97	12	09706	MANCATA COMUNICAZIONE TRASFERIMENTO PROPRIETA'	396,00	277,20	0	22	RITIRO CARTA DI CIRCOLAZIONE PER AGGIORNAMENTO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
97	11	09705	CIRCOLAZIONE CON TARGHE DIFFORMI	1.871,00	1.309,70	0	0		01/01/2021	01/01/1997	01/01/2021									
97	10	09702	DATI DI IDENTIFICAZIONE NON VISIBILI	26,00	18,20	0	0		01/01/2021	01/01/1997	01/01/2021									
97	8	09704	MANCANZA DI TARGA SUL CICLOMOTORE	79,00	55,30	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
97	7	09703	MANCANZA DI CERTIFICATO DI IDONEITA' TECNICA	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
97	6	09701	CIRCOLAZIONE DI CICLOMOTORI IRREGOLARI	42,00	29,40	0	42	SEQUESTRO PER LA CONFISCA	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
97	5	09712	FABBRICAZIONE DI CICLOMOTORI IRREGOLARI	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
97	7-14	09713	MANCANZA DI CERTIFICATO DI CIRCOLAZIONE	0,00	N.P.		42	SEQUESTRO PER LA CONFISCA	01/01/2021	02/12/2010	01/01/2021									Verbali CA & SP
97	13	09708	Omessa denuncia certificato circolazione o targa	79,00	55,30	0	0		01/01/2021	01/01/2004	01/01/2021									Verbali CA & SP
97	13	09707	OMESSA RICHIESTA DUPLICATO	79,00	55,30	0	0		01/01/2021	01/01/2005	01/01/2021									
97	12	09709	MANCATA COMUNICAZIONE CESSAZIONE CIRCOLAZIONE	396,00	277,20	0	23	RITIRO CARTA DI CIRCOLAZIONE PER REVOCA	01/01/2021	01/01/2004	01/01/2021									
97	11	09710	Fabbricazioni o vendita targhe difformi	1.871,00	1.309,70	0	0		01/01/2021	01/01/2004	01/01/2021									Verbali CA & SP
97	9	09711	TARGA NON PROPRIA	0,00	N.P.	0	41	FERMO AMMINISTRATIVO	01/01/2014	01/01/2004	01/01/2021									Verbali CA & SP
98	3	09801	CIRCOLAZIONE DI PROVA AD USO DIVERSO	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
98	3	09802	MANCANZA DI PERSONA AUTORIZZATA A BORDO	87,00	60,90	0	0		01/01/2021	01/01/1997	01/01/2021									
98	4	09803	RIPETUTE INFRAZIONI (DOPO 3 VIOLAZIONI)	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
99	5	09902	INFRAZIONI RIPETUTE	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA	01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
99	3	09904	MANCANZA DEL FOGLIO DI VIA	26,00	18,20	0	0		01/01/2021	01/01/1997	01/01/2021									
99	4	09903	INOSSERVANZA DELLE PRESCRIZIONI	42,00	29,40	0	0		01/01/2021	01/01/1997	01/01/2021									
100	12 e 15	10007	veicolo con targa non propria 1°infrazione	0,00	N.P.	0	44	RITIRO DELLA TARGA		01/01/2022	01/01/2022									Verbali CA & SP
100	9 e 11	10006	INSTALLAZIONE IRREGOLARE DI TARGA	87,00	60,90	0	0		01/01/2021	01/01/2005	01/01/2021									
100	14		FALSIFICAZ.MANOMISS.DI TARGHE, USO TARGHE FALSE	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA												Verbali CA & SP
100	5 E 13	10011	CIRCOLAZIONE VEICOLO CON TARGHE NON RIFRANGENTI	26,00	18,20	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									
100	13 + D.P.R. 474	10010	MANCANZA DELLA TARGA PROVA	26,00	18,20	0	0		01/01/2021	01/01/1997	01/01/2021									Verbali CA & SP
100	10 E 13	10009	SIGLE E DISTINTIVI VIETATI SU VEICOLO	26,00	18,20	0	0		01/01/2021	01/01/1997	01/01/2021									
100	12	10008	CIRCOLAZIONE CON TARGA CONTRAFFATTA	0,00	N.P.	0	41	FERMO AMMINISTRATIVO	01/01/2021	01/01/1999	01/01/2021									Verbali CA & SP
100	5 E 13	10001	CIRCOLAZ. RIMOCHIO CON TARGHE RIPETIT. NON RIFRAN.	26,00	18,20	0	21	RITIRO CARTA DI CIRCOLAZIONE PER SOSPENSIONE	01/01/2021	01/01/1997	01/01/2021									
100	14		USO TARGHE AUTOMOBILISTICHE ALTERATE	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA		01/01/2002	01/01/2002									Verbali CA & SP
100	14		USO TARGHE AUTOMOBILISTICHE MANOMESSE	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA												Verbali CA & SP
100	14		USO TARGHE AUTOMOBILISTICHE FALSIFICATE	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA												Verbali CA & SP
100	14		ALTERAZIONE TARGHE AUTOMOBILISTICHE	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA												Verbali CA & SP
100	14	10002	MANOMISSIONE TARGHE AUTOMOBILISTICHE	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA		01/01/2013	01/01/2013									Verbali CA & SP
100	14		FALSIFICAZIONE TARGHE AUTOMOBILISTICHE	0,00	N.P.	0	42	SEQUESTRO PER LA CONFISCA												Verbali CA & SP
